time_series_name,index
MO_Common_CompanyTitle,1
tb_EntireModel,1
z_GMEG0H0133_MO_Header_CompanyTitle,1
MO_Common_CompanySubtitle,2
z_GMEG0H0133_MO_Header_CompanySubTitle,2
MO_Common_FPDays,3
z_GMEG0H0133_MO_Header_FPDays,3
MO_Common_QEndDate,4
z_GMEG0H0133_MO_Header_QEndDate,4
MO_Common_ColumnHeader,5
z_GMEG0H0133_MO_Header_ColumnHeader,5
MO_Section_SegmentedResultsBreakdownFS,6
z_GMEG0H0133_MO_Section_OS_SegmentedResultsBreakdownFS,6
z_GMEG0H0133_MO_OS_ModelSXproduction_1,7
z_GMEG0H0133_MO_OS_Model3Yproduction_1,8
z_GMEG0H0133_MO_OS_CybertruckTeslaSemiproduction_1,9
z_GMEG0H0133_MO_OS_TotalProduction_1,10
z_GMEG0H0133_MO_OS_QQtotalproductiongrowth,11
z_GMEG0H0133_MO_OS_YYtotalproductiongrowth,12
z_GMEG0H0133_MO_BlankRow_OS_52,13
z_GMEG0H0133_MO_OS_ModelSandModelXCarsDelivered_1,14
z_GMEG0H0133_MO_OS_Model3andModelYCarsDelivered_1,15
z_GMEG0H0133_MO_OS_TrucksDelivered_2,16
z_GMEG0H0133_MO_OS_TotalDeliveries_4,17
z_GMEG0H0133_MO_OS_QQtotaldeliveriesgrowth,18
z_GMEG0H0133_MO_OS_YYtotaldeliveriesgrowth,19
z_GMEG0H0133_MO_OS_DeliveriesnotsubjecttoOperatingLease,20
z_GMEG0H0133_MO_OS_QQdeliveriesnotsubjecttooperatingleasegrowth,21
z_GMEG0H0133_MO_OS_YYdeliveriesnotsubjecttooperatingleasegrowth,22
z_GMEG0H0133_MO_BlankRow_OS_53,23
z_GMEG0H0133_MO_OS_GlobalInventory_1,24
z_GMEG0H0133_MO_BlankRow_OS_71,25
z_GMEG0H0133_MO_OS_ImpliedPricePerDelivery_1,26
z_GMEG0H0133_MO_OS_QQimpliedpriceperdeliverygrowth,27
z_GMEG0H0133_MO_OS_YYimpliedpriceperdeliverygrowth,28
z_GMEG0H0133_MO_BlankRow_OS_54,29
z_GMEG0H0133_MO_OS_EoPOperatingLeaseVehicleCount_1,30
z_GMEG0H0133_MO_OS_QQEoPoperatingleasevehiclecountgrowth,31
z_GMEG0H0133_MO_OS_YYEoPoperatingleasevehiclecountgrowth,32
z_GMEG0H0133_MO_BlankRow_OS_104,33
z_GMEG0H0133_MO_OS_Automotiverevenue_4,34
z_GMEG0H0133_MO_OS_Automotiveleasingrevenue_4,35
z_GMEG0H0133_MO_OS_Servicesandotherrevenue_4,36
z_GMEG0H0133_MO_OS_AutomotiveServicesandOtherRevenue,37
z_GMEG0H0133_MO_OS_QQAutomotiveservicesandotherrevenuegrowth,38
z_GMEG0H0133_MO_OS_YYAutomotiveservicesandotherrevenuegrowth,39
z_GMEG0H0133_MO_BlankRow_OS_55,40
z_GMEG0H0133_MO_OS_Solardeployed_1,41
z_GMEG0H0133_MO_OS_Storagedeployed_1,42
z_GMEG0H0133_MO_OS_NetSolarEnergySystemsLeasedandtobeLeasedEoP_1,43
z_GMEG0H0133_MO_BlankRow_OS_105,44
z_GMEG0H0133_MO_OS_Energygenerationandstoragerevenue_4,45
z_GMEG0H0133_MO_OS_QQEnergygenerationandstoragerevenuegrowth,46
z_GMEG0H0133_MO_OS_YYEnergygenerationandstoragerevenuegrowth,47
z_GMEG0H0133_MO_OS_TotalRevenue_5,48
z_GMEG0H0133_MO_OS_ConsensusEstimatesNetRevenue,49
z_GMEG0H0133_MO_OS_QQTotalrevenuegrowth,50
z_GMEG0H0133_MO_OS_YYTotalrevenuegrowth,51
z_GMEG0H0133_MO_BlankRow_OS_56,52
MO_Section_OperatingStatsProductionandCapacityPR,53
z_GMEG0H0133_MO_Section_OS_OperatingStatsProductionandCapacityPR,53
z_GMEG0H0133_MO_OS_ModelSXproduction,54
z_GMEG0H0133_MO_OS_QQModelSXproductiongrowth,55
z_GMEG0H0133_MO_OS_YYModelSXproductiongrowth,56
z_GMEG0H0133_MO_OS_Model3Yproduction,57
z_GMEG0H0133_MO_OS_QQModel3Yproductiongrowth,58
z_GMEG0H0133_MO_OS_YYModel3Yproductiongrowth,59
z_GMEG0H0133_MO_OS_CybertruckTeslaSemiproduction,60
z_GMEG0H0133_MO_OS_QQCybertruckTeslaSemiproductiongrowth,61
z_GMEG0H0133_MO_OS_YYCybertruckTeslaSemiproductiongrowth,62
MO_OS_Vehicle_Production,63
z_GMEG0H0133_MO_OS_TotalProduction,63
z_GMEG0H0133_MO_OS_QQtotalproductiongrowth_1,64
z_GMEG0H0133_MO_OS_YYtotalproductiongrowth_1,65
z_GMEG0H0133_MO_BlankRow_OS_62,66
z_GMEG0H0133_MO_OS_ModelSXdeliveriesasofproduction,67
z_GMEG0H0133_MO_OS_Model3Ydeliveriesasofproduction,68
z_GMEG0H0133_MO_OS_CybertruckTeslaSemideliveriesasofproduction,69
z_GMEG0H0133_MO_OS_TotalDeliveriesasofProduction,70
z_GMEG0H0133_MO_BlankRow_OS_47,71
z_GMEG0H0133_MO_OS_ModelSModelXannualproductioncapacityinFremont,72
z_GMEG0H0133_MO_OS_Model3ModelYannualproductioncapacityinFremont,73
z_GMEG0H0133_MO_OS_Model3annualproductioncapacityinShanghai,74
z_GMEG0H0133_MO_OS_Model3ModelYannualproductioncapacityinBerlin,75
z_GMEG0H0133_MO_OS_Model3ModelYannualproductioncapacityinTexas,76
z_GMEG0H0133_MO_OS_CybertruckTeslaSemiannualproductioncapacityinTexas,77
z_GMEG0H0133_MO_OS_TotalModel3ModelYAnnualProductionCapacity,78
z_GMEG0H0133_MO_BlankRow_OS_31,79
z_GMEG0H0133_MO_OS_ModelSModelXcapacityutilization,80
z_GMEG0H0133_MO_OS_Model3ModelYcapacityutilization,81
z_GMEG0H0133_MO_OS_CybertruckTeslaSemicapacityutilization,82
z_GMEG0H0133_MO_BlankRow_OS_32,83
MO_Section_OperatingStatsAutomotiveDeliveriesPR,84
z_GMEG0H0133_MO_Section_OS_OperatingStatsAutomotiveDeliveriesPR,84
z_GMEG0H0133_MO_OS_Globalinventory,85
z_GMEG0H0133_MO_BlankRow_OS_106,86
z_GMEG0H0133_MO_OS_Teslaroadstersdelivered,87
z_GMEG0H0133_MO_OS_modelscarsdelivered,88
z_GMEG0H0133_MO_OS_modelxcarsdelivered,89
z_GMEG0H0133_MO_OS_totalmodelsandmodelxcarsdelivered,90
z_GMEG0H0133_MO_OS_QQModelSandModelXcarsdeliveredgrowth,91
z_GMEG0H0133_MO_OS_GrowthinModelSandModelXcarsdelivered,92
z_GMEG0H0133_MO_OS_model3carsdelivered,93
z_GMEG0H0133_MO_OS_QQModel3andModelYcarsdeliveredgrowth,94
z_GMEG0H0133_MO_OS_GrowthinModel3andModelYcarsdelivered,95
z_GMEG0H0133_MO_OS_Trucksdelivered,96
z_GMEG0H0133_MO_OS_QQTrucksdeliveredgrowth,97
z_GMEG0H0133_MO_OS_Growthintrucksdelivered,98
MO_OS_Unit_Volume,99
z_GMEG0H0133_MO_OS_totaldeliveries,99
z_GMEG0H0133_MO_OS_QQTotaldeliveriesgrowth_1,100
z_GMEG0H0133_MO_OS_GrowthinTotalDeliveries,101
z_GMEG0H0133_MO_BlankRow_OS_69,102
z_GMEG0H0133_MO_OS_Roadsterdeliveriesmix,103
z_GMEG0H0133_MO_OS_ModelSXdeliveriesmix,104
z_GMEG0H0133_MO_OS_Model3Ydeliveriesmix,105
z_GMEG0H0133_MO_OS_Trucksdeliveriesmix,106
z_GMEG0H0133_MO_OS_TotalDeliveriesMix,107
z_GMEG0H0133_MO_BlankRow_OS_61,108
z_GMEG0H0133_MO_BlankRow_OS_21,109
z_GMEG0H0133_MO_OS_QQdeliveriesnotsubjecttooperatingleasegrowth_1,110
z_GMEG0H0133_MO_OS_YYdeliveriesnotsubjecttooperatingleasegrowth_1,111
z_GMEG0H0133_MO_BlankRow_OS_38,112
MO_OS_Unit_Price,113
z_GMEG0H0133_MO_OS_impliedpriceperdelivery,113
z_GMEG0H0133_MO_OS_QQimpliedpriceperdeliverygrowth_1,114
MO_OS_Unit_Price_Growth,115
z_GMEG0H0133_MO_OS_YoYchangeinPriceperDelivery,115
z_GMEG0H0133_MO_BlankRow_OS_107,116
z_GMEG0H0133_MO_OS_Automotiveregulatorycreditsasofautomotivesales,117
z_GMEG0H0133_MO_BlankRow_OS_108,118
z_GMEG0H0133_MO_OS_Automotivesaleswithoutresalevalueguarantee,119
z_GMEG0H0133_MO_OS_Automotivesaleswithresalevalueguarantee,120
z_GMEG0H0133_MO_OS_Automotivesales_3,121
z_GMEG0H0133_MO_OS_YYautomotivesalesgrowth,122
z_GMEG0H0133_MO_OS_Automotiveregulatorycredits,123
z_GMEG0H0133_MO_OS_YYautomotiveregulatorycreditsrevenue,124
z_GMEG0H0133_MO_OS_AutomotiveRevenue_3,125
z_GMEG0H0133_MO_OS_QQAutomotiverevenuegrowth,126
z_GMEG0H0133_MO_OS_YYAutomotiverevenuegrowth,127
z_GMEG0H0133_MO_BlankRow_OS_58,128
z_GMEG0H0133_MO_OS_AutomotiveGrossProfit_1,129
z_GMEG0H0133_MO_OS_AutomotiveGrossProfitMargin,130
z_GMEG0H0133_MO_OS_YYimprovementinAutomotiveGrossProfitMargin,131
z_GMEG0H0133_MO_BlankRow_OS_28,132
MO_Section_OperatingStatsAutomotiveLeaseMDA,133
z_GMEG0H0133_MO_Section_OS_OperatingStatsAutomotiveLeaseMDA,133
z_GMEG0H0133_MO_OS_TeslaRoadstersdelivered_1,134
z_GMEG0H0133_MO_OS_ModelSandModelXcarsdelivered,135
z_GMEG0H0133_MO_OS_Model3andModelYcarsdelivered,136
z_GMEG0H0133_MO_OS_Trucksdelivered_1,137
z_GMEG0H0133_MO_OS_TotalDeliveries_5,138
z_GMEG0H0133_MO_BlankRow_OS_96,139
z_GMEG0H0133_MO_OS_ModelSXdeliveriessubjecttoleaseaccounting,140
z_GMEG0H0133_MO_OS_Model3Ydeliveriessubjecttoleaseaccounting,141
z_GMEG0H0133_MO_OS_TotalDeliveriessubjecttoleaseaccounting,142
z_GMEG0H0133_MO_BlankRow_OS_109,143
z_GMEG0H0133_MO_OS_ModelSXsoldunderleaseaccounting,144
z_GMEG0H0133_MO_OS_Model3Ysoldunderleaseaccounting,145
z_GMEG0H0133_MO_OS_Vehiclessoldunderleaseaccounting,146
z_GMEG0H0133_MO_BlankRow_OS_34,147
z_GMEG0H0133_MO_OS_OperatingLeaseVehicleCountBoP,148
z_GMEG0H0133_MO_OS_Cancellationtooperatingleasevehiclesbalance,149
z_GMEG0H0133_MO_OS_Additiontooperatingleasevehiclesbalance,150
z_GMEG0H0133_MO_OS_EOPOperatingleasevehiclecount,151
z_GMEG0H0133_MO_OS_QQOperatingleasevehiclecountgrowthEoP,152
z_GMEG0H0133_MO_OS_YYOperatingleasevehiclecountgrowthEoP,153
z_GMEG0H0133_MO_OS_OperatingLeaseVehicleCountAvg,154
z_GMEG0H0133_MO_OS_CancellationasofBoPoperatingleasevehiclesannualized,155
z_GMEG0H0133_MO_BlankRow_OS_48,156
z_GMEG0H0133_MO_BlankRow_OS_4,157
z_GMEG0H0133_MO_OS_YYLeaserevenuepervehiclegrowth,158
z_GMEG0H0133_MO_BlankRow_OS_70,159
z_GMEG0H0133_MO_OS_GrossCostofOperatingLeaseVehicles,160
z_GMEG0H0133_MO_OS_Accumulateddepreciation,161
z_GMEG0H0133_MO_OS_NetOperatingLeaseVehicles_2,162
z_GMEG0H0133_MO_OS_Grosscostperoperatingleasevehicle,163
z_GMEG0H0133_MO_OS_Differenceofgrosscostperoperatingleasevehicleandimpliedpricepervehicle,164
z_GMEG0H0133_MO_OS_YYgrowthofgrosscostperoperatingleasevehicle,165
z_GMEG0H0133_MO_BlankRow_OS_110,166
z_GMEG0H0133_MO_OS_AutomotiveLeasingRevenue_3,167
z_GMEG0H0133_MO_OS_QQAutomotiveleasingrevenuegrowth,168
z_GMEG0H0133_MO_OS_YYAutomotiveleasingrevenuegrowth,169
z_GMEG0H0133_MO_BlankRow_OS_63,170
z_GMEG0H0133_MO_OS_Changeinaccumulateddepreciationasofnetoperatingleasevehicles,171
z_GMEG0H0133_MO_BlankRow_OS_111,172
z_GMEG0H0133_MO_OS_Changeinaccumulateddepreciationforleasedvehicles,173
z_GMEG0H0133_MO_OS_AutomotiveleasingCOGSexclDA,174
z_GMEG0H0133_MO_OS_AutomotiveleasingCOGS_3,175
z_GMEG0H0133_MO_OS_AutomotiveLeasingGrossProfit,176
z_GMEG0H0133_MO_OS_AutomotiveLeasingGrossMargin,177
z_GMEG0H0133_MO_OS_YYimprovementinAutomotiveLeasingGrossProfitMargin,178
z_GMEG0H0133_MO_BlankRow_OS_51,179
MO_Section_SegmentedResultsServicesandOtherFSPR,180
z_GMEG0H0133_MO_Section_OS_SegmentedResultsServicesandOtherFSPR,180
z_GMEG0H0133_MO_OS_AutomotiveSalesandAutomotiveLeasingRevenue,181
z_GMEG0H0133_MO_OS_QQAutomotiveSalesandAutomotiveLeasingRevenueGrowth,182
z_GMEG0H0133_MO_OS_YYAutomotiveSalesandAutomotiveLeasingRevenueGrowth,183
z_GMEG0H0133_MO_BlankRow_OS_65,184
z_GMEG0H0133_MO_OS_Servicesandotherrevenueasofautomotivesalesandautomotiveleasingrevenue,185
z_GMEG0H0133_MO_OS_ServicesandOtherRevenue_5,186
z_GMEG0H0133_MO_OS_QQServicesandOtherRevenuegrowth,187
z_GMEG0H0133_MO_OS_YYServicesandotherrevenuegrowth,188
z_GMEG0H0133_MO_BlankRow_OS_74,189
z_GMEG0H0133_MO_OS_ServicesandOtherGrossProfit_1,190
z_GMEG0H0133_MO_OS_ServicesandOtherGrossProfitMargin,191
z_GMEG0H0133_MO_OS_YYimprovementinServicesandOtherGrossProfitMargin,192
z_GMEG0H0133_MO_BlankRow_OS_75,193
MO_Section_OperatingStatsEnergyGenerationandStorageMDA,194
z_GMEG0H0133_MO_Section_OS_OperatingStatsEnergyGenerationandStorageMDA,194
z_GMEG0H0133_MO_OS_Solardeployed,195
z_GMEG0H0133_MO_OS_YYSolardeployedgrowth,196
z_GMEG0H0133_MO_OS_Storagedeployed,197
z_GMEG0H0133_MO_OS_YYStoragedeployedgrowth,198
z_GMEG0H0133_MO_BlankRow_OS_112,199
z_GMEG0H0133_MO_OS_Energygenerationandstoragesales_1,200
z_GMEG0H0133_MO_OS_Energygenerationandstoragesalesgrowth,201
z_GMEG0H0133_MO_BlankRow_OS_24,202
z_GMEG0H0133_MO_OS_netsolarenergysystemsleasedandtobeleasedbop,203
z_GMEG0H0133_MO_OS_changeinleasedassets,204
z_GMEG0H0133_MO_OS_netsolarenergysystemsleasedandtobeleasedeop,205
z_GMEG0H0133_MO_OS_averagenetsolarenergysystemsleasedandtobeleasedbalance,206
z_GMEG0H0133_MO_OS_YYNetSolarEnergySystemsLeasedandtobeLeasedAvgGrowth,207
z_GMEG0H0133_MO_BlankRow_OS_113,208
z_GMEG0H0133_MO_OS_revenuerecognizedonaverageleasedassets,209
z_GMEG0H0133_MO_BlankRow_OS_114,210
z_GMEG0H0133_MO_OS_Energygenerationandstorageleasing_1,211
z_GMEG0H0133_MO_OS_Energygenerationandstorageleasinggrowth,212
z_GMEG0H0133_MO_BlankRow_OS_25,213
z_GMEG0H0133_MO_OS_EnergyGenerationandStorageRevenue_2,214
z_GMEG0H0133_MO_OS_EnergyGenerationandStorageRevenueGrowth,215
z_GMEG0H0133_MO_BlankRow_OS_72,216
z_GMEG0H0133_MO_OS_EnergyGenerationandStorageGrossProfit_1,217
z_GMEG0H0133_MO_OS_EnergyGenerationandStorageGrossProfitMargin,218
z_GMEG0H0133_MO_OS_YYimprovementinEnergyGenerationandStorageGrossProfitMargin,219
z_GMEG0H0133_MO_BlankRow_OS_76,220
z_GMEG0H0133_MO_OS_Residentialsolarcashloan,221
z_GMEG0H0133_MO_BlankRow_OS_73,222
MO_Section_SegmentSummary,223
z_GMEG0H0133_MO_Section_OS_SegmentSummary,223
MO_OS_REV_Automotive,224
z_GMEG0H0133_MO_OS_automotiverevenue,224
MO_OS_REV_FinanceInsurance,225
z_GMEG0H0133_MO_OS_automotiveleasingrevenue,225
z_GMEG0H0133_MO_OS_Servicesandotherrevenue,226
z_GMEG0H0133_MO_OS_energygenerationandstoragerevenue,227
z_GMEG0H0133_MO_OS_totalrevenue,228
z_GMEG0H0133_MO_OS_Automotiverevenuemix,229
z_GMEG0H0133_MO_OS_Automotiveleasingrevenuemix,230
z_GMEG0H0133_MO_OS_Servicesandotherrevenuemix,231
z_GMEG0H0133_MO_OS_Energygenerationandstoragerevenuemix,232
z_GMEG0H0133_MO_OS_TotalRevenueMix,233
z_GMEG0H0133_MO_BlankRow_OS_44,234
z_GMEG0H0133_MO_OS_automotivecogs,235
z_GMEG0H0133_MO_OS_automotiveleasingcogs,236
z_GMEG0H0133_MO_OS_ServicesandotherCOGS,237
z_GMEG0H0133_MO_OS_energygenerationandstoragecogs,238
z_GMEG0H0133_MO_OS_totalcogs,239
z_GMEG0H0133_MO_BlankRow_OS_67,240
z_GMEG0H0133_MO_OS_Automotivegrossprofit,241
z_GMEG0H0133_MO_OS_Automotiveleasinggrossprofit_1,242
z_GMEG0H0133_MO_OS_Servicesandothergrossprofit,243
z_GMEG0H0133_MO_OS_Energygenerationandstoragegrossprofit,244
z_GMEG0H0133_MO_OS_TotalGrossProfit,245
z_GMEG0H0133_MO_OS_TotalGrossMargin,246
z_GMEG0H0133_MO_BlankRow_OS_18,247
z_GMEG0H0133_MO_OS_AutomotiveCOGSmix,248
z_GMEG0H0133_MO_OS_AutomotiveleasingCOGSmix,249
z_GMEG0H0133_MO_OS_ServicesandotherCOGSmix,250
z_GMEG0H0133_MO_OS_EnergygenerationandstorageCOGSmix,251
z_GMEG0H0133_MO_OS_TotalCOGSMix,252
z_GMEG0H0133_MO_BlankRow_OS_45,253
MO_Section_OperatingExpenseForecasting,254
z_GMEG0H0133_MO_OS_OperatingExpenseForecasting,254
z_GMEG0H0133_MO_OS_Revenue_3,255
z_GMEG0H0133_MO_BlankRow_OS_97,256
z_GMEG0H0133_MO_OS_GrossProfit,257
z_GMEG0H0133_MO_OS_YYgrowthinGrossprofit,258
z_GMEG0H0133_MO_OS_GrossMargin,259
z_GMEG0H0133_MO_OS_ConsensusEstimatesGrossMargin,260
z_GMEG0H0133_MO_OS_YYimprovementinGrossMargin,261
z_GMEG0H0133_MO_BlankRow_OS_98,262
z_GMEG0H0133_MO_OS_SGAExpense,263
z_GMEG0H0133_MO_OS_YYgrowthinSGAexpense,264
z_GMEG0H0133_MO_OS_SGAMargin,265
z_GMEG0H0133_MO_OS_YYimprovementinSGAMargin,266
z_GMEG0H0133_MO_BlankRow_OS_99,267
z_GMEG0H0133_MO_OS_RDExpense,268
z_GMEG0H0133_MO_OS_YYgrowthinRDexpense,269
z_GMEG0H0133_MO_OS_RDMargin,270
z_GMEG0H0133_MO_OS_YYimprovementinRDMargin,271
z_GMEG0H0133_MO_BlankRow_OS_115,272
z_GMEG0H0133_MO_OS_Onetimeoperatingitems,273
z_GMEG0H0133_MO_OS_EBIT,274
z_GMEG0H0133_MO_OS_YYgrowthinEBIT,275
z_GMEG0H0133_MO_OS_EBITMargin,276
z_GMEG0H0133_MO_OS_YYimprovementinEBITMargin,277
z_GMEG0H0133_MO_BlankRow_OS_101,278
z_GMEG0H0133_MO_OS_AdjustedEBIT,279
z_GMEG0H0133_MO_OS_ConsensusEstimatesAdjustedEBIT,280
z_GMEG0H0133_MO_OS_YYgrowthinadjustedEBIT,281
z_GMEG0H0133_MO_BlankRow_OS_102,282
z_GMEG0H0133_MO_OS_AdjustedEBITMargin,283
z_GMEG0H0133_MO_OS_ConsensusEstimatesAdjustedEBITMargin,284
z_GMEG0H0133_MO_OS_YYimprovementinadjustedEBITMargin,285
z_GMEG0H0133_MO_BlankRow_OS_103,286
MO_Section_SBCDABreakdownFSPR,287
z_GMEG0H0133_MO_Section_OS_SBCDABreakdownFSPR,287
z_GMEG0H0133_MO_AN_sbcrelatingtocogs,288
z_GMEG0H0133_MO_AN_sbcrelatingtord,289
z_GMEG0H0133_MO_AN_sbcrelatingtosga,290
z_GMEG0H0133_MO_AN_SBCrelatedtorestructuringandother,291
z_GMEG0H0133_MO_AN_totalsbc,292
z_GMEG0H0133_MO_BlankRow_AN_4,293
z_GMEG0H0133_MO_AN_Depreciationexpense,294
z_GMEG0H0133_MO_AN_Amortizationofintangibles,295
z_GMEG0H0133_MO_AN_Amortizationofsolarenergysystems,296
z_GMEG0H0133_MO_AN_OtherDAandimpairmentexpense,297
z_GMEG0H0133_MO_AN_TotalDAexpense,298
z_GMEG0H0133_MO_BlankRow_OS_77,299
MO_Section_KeyMetricsSupportNetworkPR,300
z_GMEG0H0133_MO_Section_OS_KeyMetricsSupportNetworkPR,300
z_GMEG0H0133_MO_OS_Storeandservicelocations_1,301
z_GMEG0H0133_MO_OS_Mobileservicefleet_1,302
z_GMEG0H0133_MO_BlankRow_OS_79,303
z_GMEG0H0133_MO_OS_Superchargerstations_1,304
z_GMEG0H0133_MO_OS_Superchargerconnectors_1,305
z_GMEG0H0133_MO_OS_Destinationchargerconnectors_1,306
z_GMEG0H0133_MO_BlankRow_OS_80,307
MO_Section_MarginAnalysis,308
z_GMEG0H0133_MO_Section_MA_MarginAnalysis,308
MO_MA_COGS_DA_Excluding,309
z_GMEG0H0133_MO_MA_COGSMarginExcludingDA_1,309
MO_MA_GM_DA_Excluding,310
z_GMEG0H0133_MO_MA_GrossMarginExcludingDA_1,310
z_GMEG0H0133_MO_BlankRow_MA_8,311
MO_MA_COGS,312
z_GMEG0H0133_MO_MA_COGSMargin_3,312
z_GMEG0H0133_MO_MA_AutomotiveGrossMargin,313
z_GMEG0H0133_MO_MA_AutomotiveLeasingGrossMargin,314
z_GMEG0H0133_MO_MA_ServicesandotherGrossMargin,315
z_GMEG0H0133_MO_MA_EnergygenerationandstorageGrossMargin,316
MO_MA_GM,317
z_GMEG0H0133_MO_MA_GrossMargin_3,317
z_GMEG0H0133_MO_MA_consensusestimatesgrossmargin,318
z_GMEG0H0133_MO_BlankRow_MA,319
MO_MA_SGA,320
z_GMEG0H0133_MO_MA_SGAMargin_1,320
MO_MA_RD,321
z_GMEG0H0133_MO_MA_RDMargin_1,321
MO_MA_EBIT,322
